customer_id,feedback,source,timestamp,category
A Google user,"mantap, lebih bagus kalau dikasih opsi untuk mobil sport",5.18.2,2018-12-31T10:47:19Z,5
A Google user,usefully application,5.50.0,2019-06-20T08:00:35Z,5
A Google user,"Professional, good system",5.71.0,2019-11-19T05:25:14Z,4
A Google user,The app in general so slow. My bookings are always close to getting cancelled because of the app's unresponsiveness.,5.14.1,2018-10-18T17:39:40Z,3
A Google user,"Incredibly always have issues determining the pick up location at Publika and Hartamas Shopping Centre. Drivers would always go to different spot of both these malls and expect me to meet them there, when I've already given them my exact location! Example: I request main entrance near PappaRich at Publika and the drivers would always go to the West side of the mall, while at Hartamas Shopping Centre the drivers would always go into Plaza Damas when I've made the request at the main entrance near Coffee Bean, and it's based on the app, so it's not my fault at all! Please fix all this!",4.36.0,2017-09-20T17:21:55Z,1
A Google user,Ngga memuaskan,5.05.1,2018-08-13T13:09:28Z,1
A Google user,Great app. The wait time for cabs in Grab is far less than Go-Jek in my experience.,5.73.1,2019-12-09T10:25:18Z,5
A Google user,High price at times hard to get Grab,5.82.0,2020-02-02T06:33:56Z,4
A Google user,"Why my payment can only by cash, cant be ewallet or on9 bnking.. ask the messager bot not solve the problem",5.242.0,2023-02-27T14:33:59Z,1
A Google user,Very helpful when we are so busy cant buy food good to have this app. We can choose what resto we want to order. Thanks much grab!!!,5.50.0,2019-06-28T23:38:16Z,5
A Google user,Easy to use great app; map a little slow,5.78.0,2020-01-14T14:15:51Z,5
A Google user,Mantappp,,2016-09-10T05:49:30Z,5
A Google user,Always change rate.. No fair why need toll money !,,2017-01-16T01:14:04Z,1
A Google user,"my home address is removed, but others still there. How come? App told me to update the address, but i can't point my home at the map. Extremely disappointed. Bye!",5.206.0,2022-06-18T12:31:30Z,1
A Google user,"Woah Grab Food, you're really despicable. Seeing that you can't find a driver in time and that I'm paying for premium delivery, you quietly adjusted the time later and later to suit yourself. Well, to whoever that implemented such thing in the app, I hope you get covid.",5.209.0,2022-07-11T09:46:38Z,1
A Google user,can sign in whats going on?,,2020-05-22T16:48:27Z,1
A Google user,"Can't even click on ""register now"" after keying in all the information.",v2.5.5,2014-06-20T01:45:45Z,1
A Google user,This apps is very useful for my daily activities. Make my life easier with so many benefit,5.63.0,2019-09-27T02:33:17Z,5
A Google user,Efficient + easy to use,5.160.0,2021-08-09T15:10:51Z,5
A Google user,"Sejak update terakhir lemot banget, mau chat driver apps-nya selalu force close. Menyusahkan komunikasi.",5.208.0,2022-07-08T01:27:53Z,2
A Google user,Good. Polite driver,5.108.1,2020-11-09T01:28:35Z,5
A Google user,Iloveyou,,2022-10-11T04:49:31Z,5
A Google user,"It takes so long for the app to perform the Search for Passengers selection in GrabShare window. I had to run the Search for Passengers for 20 to 30 minutes and I have not yet had a driver. The reward points after paying are also much lower than before. The older application was so much better. Lastly, the directions Waze provides are always wrong. It is so hard because I have to adjust to the driver and his location all the time because of cancellation. Please fix or upgrade UI.",5.69.1,2019-11-08T12:30:10Z,1
A Google user,Is really good app I love it,,2019-01-14T12:56:45Z,5
A Google user,"It says ""76mb"" but when you start to install, its going up untill 670mb. The new update doesn't even getting any better.",,2022-03-11T07:51:10Z,1
A Google user,"Sering error dipenitikan alamat...padahal bnyk mitra yg GPS nya ga akurat...klo sdh begini, ya grab yg harus bertanggung jawab",5.115.0,2020-09-20T15:02:53Z,2
A Google user,All in one solution for rides and deliveries. And so much better now with the new Grabpay functionality. Definitely a must have app in the Asia.,5.60.0,2019-09-24T07:28:31Z,5
A Google user,S U P E R,v4.0.3,2016-03-29T05:56:26Z,5
A Google user,But please fix the bugs,4.5.1,2016-06-23T14:46:28Z,5
A Google user,feeling good,5.66.1,2020-03-25T09:51:07Z,5
A Google user,Would like to have more then 1 destination bar... the driver does'nt check on the note section .. so have to keep informing the driver even after i wrote at the (notes to driver) section,v3.3.0,2015-10-17T14:39:53Z,4
A Google user,"Fk this app, waited 1hour, auto cancel my order, and more expensive when I do reorder, so I have to topup again",5.237.0,2023-01-24T10:22:55Z,1
A Google user,"Having grab taxi in Baguio is really nice, especially with the rainy season kicking in. The drivers are really nice.",,2015-06-07T06:47:32Z,5
A Google user,jika ada pilihan bahasa lebih baik,5.162.0,2021-08-22T09:26:40Z,5
A Google user,nice very nice,5.176.0,2021-11-20T15:44:49Z,5
A Google user,Point nggak bisa di pake tapi berkurang terus brengsek!!!,5.39.1,2019-04-07T06:44:34Z,1
A Google user,Ok. Gak kalah sama toko sebelah.,5.83.0,2020-02-18T03:46:40Z,5
A Google user,very good and safe,5.262.0,2023-07-26T07:45:10Z,5
A Google user,AWSome.,5.67.0,2019-10-23T05:06:59Z,5
A Google user,Not install,,2018-03-20T11:34:12Z,1
A Google user,Super reliable,4.32.0,2017-08-31T17:11:21Z,5
A Google user,Mitra pengemudinya suka cancel orderan,5.16.1,2018-11-04T09:18:23Z,2
A Google user,Good fast,,2020-08-13T11:42:37Z,5
A Google user,terrbaikkk,5.165.0,2021-09-09T13:35:02Z,5
A Google user,Baguss,5.50.0,2019-11-29T03:06:10Z,3
A Google user,Nice?,,2017-01-31T03:35:33Z,5
A Google user,"the discounts are great, but the user experience is not as good as other app. and please your system, driver keep not delivering food although GRAB already cut my balance + your customer service SUCKS !!! IT TAKES DAYS FOR A REFUND !!!!! i gave it extra stars just because the discounts.",5.54.2,2019-07-21T07:01:22Z,2
A Google user,ok grab,5.39.1,2019-04-06T11:30:01Z,5
A Google user,Sangat membantu,5.125.0,2020-12-16T09:03:52Z,5
A Google user,Very expensive pay and no discounts at all.,5.199.0,2022-05-10T10:36:51Z,1
A Google user,Buat bisa dobel voucher lebih bagus seperti aplikasi oren,5.71.0,2021-10-15T23:47:09Z,5
A Google user,nice drivers,,2018-11-03T06:27:33Z,5
A Google user,A good aplication,4.24.1,2017-04-09T22:09:59Z,5
A Google user,Why did you take out the online payment option (e.g. dragon pay)?? It was the only one that worked for me...all my other cards won't be accepted by grab app either because my mobile number is not updated (which is actually updated) or the card is not available in this country (even if it's just a BPI debit card)..now I have no way to cash in. I also tried transferring fund to my grabpay card but it just doesn't work! I don't wanna be paying cash all the time. Please fix this..,5.107.0,2020-07-31T05:56:14Z,1
A Google user,Not that reliable there's some place where you can't use the app,4.17.0,2017-06-30T09:09:51Z,2
A Google user,"Getting worse. Had to reregister my app for the 6th times. Very inconvenient. Had to key in my credit card details again & again. Also when entering promo code, always say expired or invalid, even though the expiry date is still a long way to go. So embarrassing for me when the driver had to ask cash from me after a ride, when I had been paying through my credit card all these while. Please improve your app or risk losing your riders.",4.17.0,2017-01-06T14:22:52Z,1
A Google user,need to adjust the fare your current fare is just very high,,2019-08-02T02:07:51Z,4
A Google user,"Yes to the newly imposed VAT on your all of your services in Vietnam and NO to 27,27%!",5.37.1,2020-12-10T06:38:58Z,1
Jh****TV,Good,5.76.0,2020-05-11T13:21:59Z,5
A Google user,Grab is exceptional!,5.177.300,2021-12-05T07:59:36Z,5
A Google user,"stupid apps we add my info, fb & card. stupid apps since start ..",5.231.0,2022-12-10T02:54:55Z,1
A Google user,ชอบใช้ Grab มากกว่าเรียก taxi ธรรมดาล้านเท่า,5.59.0,2019-09-03T15:54:45Z,5
A Google user,Account linked with facebook: Step 1: Unlink connected with facebook Step 2: Choose login with facebook Step 3: Fill in mobile number order to connect with faceboook Step 4: Fill in code to verify Actual: Display loading screen and not successful to login with facebook Expected: verify and login with facebook successfully The others are quite good,,2020-02-29T14:28:55Z,1
A Google user,"If forgot email password, not eady to change email",,2020-04-25T05:52:28Z,1
A Google user,"take time to order food, 30 minute but nothing,",5.55.1,2019-07-31T07:47:08Z,1
A Google user,semakin pantas,5.99.0,2020-07-13T02:59:43Z,5
A Google user,Very stupid.,4.36.1,2017-10-02T04:37:06Z,1
A Google user,rider quite always cancel the order without notify the customer.,5.167.0,2021-09-22T03:22:22Z,1
A Google user,"It's very good,safe time and have a great time to get distinction.",,2023-03-20T09:09:04Z,5
A Google user,"This has happened to me today. After entering destination, I am unable to key in the BOOK GRAB application. Nothing else comes out. Accidently key in correct button before I am able to book cab. Today, I spent half an hour and am still unable to book grab. What's going on?",5.150.0,2021-05-28T11:01:59Z,1
A Google user,Nice app. Help me when emergency,,2019-11-30T13:55:19Z,5
A Google user,Glad to meet with polite drivers,4.42.0,2017-12-18T13:48:24Z,5
A Google user,Great app!,5.67.0,2019-10-23T21:17:59Z,5
A Google user,User friendly aplication,5.53.0,2019-11-13T14:32:59Z,5
A Google user,No availble riders but still accepts the orders. Useless app.,,2023-04-12T03:55:54Z,1
A Google user,Cant top up credit anymore. Always error when linking debit card although the data is valid,4.45.1,2018-02-28T01:22:57Z,2
A Google user,aplikasi kadang eror,5.262.0,2023-08-31T07:16:57Z,5
A Google user,terrible apps..want to cancel the booking also cannot,5.24.1,2019-01-07T02:32:01Z,1
A Google user,Noice This is cool,5.63.0,2019-09-24T11:51:41Z,5
A Google user,Ok Ok,,2020-03-20T13:06:58Z,5
A Google user,very usefull,,2019-06-27T07:44:28Z,5
A Google user,helpful,4.38.3,2018-01-13T15:42:24Z,4
A Google user,Sometimes it doesn't work properly with the server or the GPS.,5.73.1,2019-12-10T03:39:22Z,4
A Google user,good service tapi kurang promo code kebanyakkan promo untuk grabfood sahaja..tidak adil...kurang memuaskan!!!!,5.32.0,2019-02-13T10:27:00Z,3
A Google user,"DRIVERS ONLY WANT TO PICK WHEN THE FARES IS HIGHER THAT USUALLY. OTHER THAN THAT , THEY WONT PICK UP CUSTOMER .",5.32.1,2019-03-16T23:03:41Z,1
A Google user,I'm not giving you my selfie. Bye,,2022-10-26T15:04:25Z,1
A Google user,Very respectful and nice driver even it's rainy.thank you,5.60.0,2019-09-16T03:35:34Z,5
A Google user,Đặt tới lần thứ 6 mới có tài xế. Quá tệ!,5.03.2,2018-08-06T14:44:59Z,1
A Google user,Very satisfied,,2021-07-11T03:01:53Z,5
A Google user,Mantap buat Di Singapore,5.74.1,2019-12-09T03:22:13Z,5
A Google user,Everything is good,4.18.0,2017-01-19T15:41:23Z,5
A Google user,"thanks grab, semua dimudahkan",5.34.0,2019-03-22T16:07:05Z,5
A Google user,excellent,5.35.0,2019-06-23T15:13:00Z,5
A Google user,Goof,,2018-03-05T10:43:58Z,5
A Google user,"banyak bgt promo discountnya!!! tq yaa,, semoga map nya bs lebih update n gag ngelag...",5.46.1,2019-05-26T11:10:34Z,5
A Google user,great,5.36.3,2019-03-21T13:04:49Z,5
A Google user,Most of the drivers are courteous. Please refrain from cancelling orders that will make drivers pay for.,5.63.0,2019-10-24T15:41:34Z,5
A Google user,Very good apps,5.46.1,2019-08-21T02:08:48Z,5
A Google user,keep ur maps updated,5.213.0,2022-08-06T05:01:50Z,5
A Google user,Suck apps..ur price kill ur staff.. And the staff not happy when they make a trip.. U shoupd give then insensitiv to support they work harder.. 3 years ago i make a trip with happy moment now driver just keep quiet..... Grab management is suck,5.54.2,2019-08-01T08:27:08Z,1
A Google user,driver is rude,,2020-02-03T11:36:36Z,1
A Google user,"Doesn't recognize common Yahoo email, recognition code doesn't work Pretty lame for a so called established big company. Plenty of better alternatives",4.53.1,2018-11-16T02:59:14Z,1
A Google user,I have no problem so far. Been using this for few years.,5.59.0,2019-09-16T05:34:35Z,5
A Google user,Very good sarvice,4.38.3,2017-11-10T02:19:17Z,5
A Google user,"when an app gets popular, its common there is less coupon for the user to use. GG",5.168.0,2021-09-30T06:30:38Z,5
A Google user,"Too many updates, not much progress.",4.46.6,2018-03-10T15:30:53Z,1
A Google user,Hapus aja lau fungsi extra fare yg dipake sama pengemudi.. banyak yg salahgunakan ditambah2 yg ga jelas.. saya udah 4x kena... Payah.. kalau mau ada fungsi verifikasi aja ke penumpang.. kalo gini kan susah,5.58.1,2019-08-26T15:01:27Z,2
A Google user,Cool!,5.45.1,2019-09-26T11:16:14Z,5
A Google user,Bagus,5.85.0,2020-02-29T05:58:18Z,5
A Google user,"app is good, but somehow, my grabpay is missing because the canceled trip, please check the system and bring back my grabpay that missing because the canceled trip and i'll give 5 star",4.27.1,2017-05-10T11:20:00Z,2
A Google user,ribet harus pake selfie pas selfie gak bisa potret buang waktu aja,5.54.2,2019-07-22T05:42:40Z,1
A Google user,So bad,5.106.0,2020-07-22T22:03:46Z,1
A Google user,"Promos can be confusing, and the gps should really be made more accurate. A good apps otherwise",5.109.0,2021-09-20T03:39:33Z,4
A Google user,Top bngt deh,5.68.0,2019-11-01T11:51:36Z,5
A Google user,Ridiculous,5.134.0,2021-02-06T07:22:35Z,1
A Google user,"I tried to cash in 5000PHP money was debited from my account. But it didn't arrive in my wallet, when and there's literally no way to contact Customer Service. Bank is asking for Confirmation letter so that they can refund me the money but there's no customer support in Grab.",5.258.0,2023-06-29T11:31:43Z,1
A Google user,Great!!!,5.79.0,2020-01-18T14:16:19Z,5
A Google user,Simply the best,v2.8.1,2015-08-10T18:19:31Z,5
A Google user,"Goodmorning, During this time of crisis, I would like to ask something. Why is there some restaurant that cant deliver in my location when i wanted my favorite food to be delivered at my place but i cant when this app was used to be a food delivery app.",5.97.0,2020-05-20T00:25:40Z,4
A Google user,Fast and Great price,5.135.0,2021-02-15T03:09:44Z,4
A Google user,Bole la,5.60.0,2019-09-17T13:45:29Z,5
A Google user,"Dạo này giao hàng chậm chạp, nhất là vào buổi sáng, promo thì áp dụng trễ (từ 7h sáng?). Gặp phải 2 lần chờ đồ ăn giao gần 1 tiếng trong khi vị trí cách chỉ 2km. Giao xong đồ ăn nguội ngắt, mềm oặt phải bỏ vì phải đi làm luôn. Hồi trước không đến nỗi. Giờ rút kinh nghiệm đặt đồ ăn qua app khác giao nhanh hơn đỡ ức chế.",5.119.0,2020-10-27T00:02:36Z,2
A Google user,A++++,5.228.0,2022-11-24T04:35:55Z,5
A Google user,Need magimprove pa ni grab kasi parang nahahack ang app nila. Kaka avail ko lng now pero ang charge nung driver ay higit sa nktakda at pagdating sa destination nagiskandalo p sya..then when i tsek yung info nung driver wala...pati sa history nung app di rin nagappear kaya diko maireklamo sa app..then pag nagmessage ka sa help center wala ng reply.anyway pra di maloko dito..eto yung plaka nya vios model AAA6934 name bajador moico bastani,4.39.1,2017-11-05T10:49:39Z,1
A Google user,"great app, very user friendly",5.49.0,2019-06-17T06:30:06Z,5
A Google user,Using for transportation and food... One stop solution.,5.06.0,2021-06-28T04:44:37Z,5
A Google user,Very Good,4.48.1,2018-11-27T15:36:52Z,5
A Google user,"Justgrab is alright but I am disappointed with the food delivery. With the new policy, consumers have to wait for 30 mins to know whether there is a driver available is absurd. If there is no driver, please let the consumers know after 10 mins not 30 mins. Imagine waiting after 30 mins and there is no driver, obviously there will be complains. I think this can be improved.",5.127.0,2020-12-14T11:01:06Z,2
A Google user,my grabpay suddenly disabled without a reasonable reason. so i uninstall,4.8.0,2019-01-18T03:59:47Z,1
A Google user,sangat membantu saya,5.11.1,2018-10-27T10:22:45Z,5
A Google user,BEST,5.101.0,2020-06-22T09:07:59Z,5
A Google user,"not good service 5x booked and got cancelled everything by driver, and waiting time too much, 14+ min. average",5.253.0,2023-05-13T17:31:09Z,1
A Google user,Very helpful during times of pandemic.,5.148.0,2021-05-16T11:19:18Z,5
A Google user,fantastic driver...i key in bus stop wrong info..but patient n civil defence senior cbmu unit.thsnks bro,5.45.1,2019-05-24T17:16:17Z,5
A Google user,"I won 10,000 credit I hope it's legit",5.243.0,2023-03-08T10:42:53Z,5
A Google user,Can't even get a booking for grab.,4.51.1,2018-05-18T10:45:20Z,1
A Google user,So far so good.,5.100.0,2020-09-17T01:30:41Z,3
A Google user,seringnya dapet mas yang ramahh. dan sering banget ngadain diskon jadi gamau pindah ke yang lain,,2017-05-02T08:25:54Z,5
A Google user,Good Apps,5.75.0,2020-01-16T11:47:01Z,4
A Google user,Nice app i love it,4.53.1,2018-06-21T13:44:20Z,5
A Google user,"Unfortunately, grab has stopped working",5.93.0,2020-06-22T04:00:09Z,1
A Google user,bring back cash payment method,5.261.0,2023-07-12T03:51:20Z,3
A Google user,very good,5.44.0,2019-05-19T12:05:26Z,5
A Google user,Cannot open the app,5.53.0,2019-07-19T06:54:00Z,5
A Google user,I lik3 it,,2020-02-24T17:06:53Z,5
A Google user,Can't edit actual home or departure address,5.265.0,2023-08-11T03:46:52Z,3
A Google user,more humble when we give tipping from aplication.,5.94.1,2020-08-15T21:54:48Z,5
A Google user,ckup bagus,5.48.1,2019-06-18T07:38:44Z,5
A Google user,good n usefull,5.40.1,2019-06-12T23:22:49Z,4
A Google user,Worst...thats it...,4.24.1,2017-04-10T02:23:23Z,1
A Google user,Cannot use my card for payments have informed cc but not solved yet been a year already,4.55.2,2020-06-01T03:23:46Z,2
A Google user,"extra charge when we use credit card to do the payment ,two time extra payment to merchat",5.171.0,2021-10-23T13:39:01Z,2
A Google user,Grab you help good,5.230.0,2023-08-31T08:00:53Z,5
A Google user,So far Grab in Vietnam and Thailand has been cheap and efficient,4.19.1,2017-02-25T19:24:12Z,5
A Google user,Grab transport made me easier and safer to travel and hazzle free.,5.76.0,2020-01-01T13:15:53Z,5
A Google user,Comfortable,4.32.1,2017-08-08T04:43:02Z,5
A Google user,Ya pp yo kk pl,5.150.0,2021-05-28T10:41:18Z,4
A Google user,"Why can't I use My Rewards? I purchased a GrabFood gift card that expires in 2021. But everytime when it's time to 'Place Order', it says to select 'Payment Method' when my voucher/reward has already been selected. And when I try to report an issue, an 'error' message always pops up. What do I do?",5.107.0,2020-07-27T04:06:34Z,1
A Google user,ชอบมากค่ะ,v2.5.10,2014-10-30T01:59:00Z,5
A Google user,Useful app,4.6.7,2016-08-05T03:49:56Z,5
A Google user,Convenience app,4.11.1,2016-10-07T04:14:41Z,5
A Google user,Good Service,5.51.0,2019-07-02T15:06:53Z,5
A Google user,Nothing,5.03.2,2018-08-01T07:05:54Z,5
A Google user,I cant pay my pay later bill..called customer service and they asked to uninstall and install back. Did that and no stil cant pay. Submit 2 complaints and no one call me back (written that Grab will contact me within 24-48hours) Worst part is Grab finance been bugging me to pay and said its not their problem if i cant pay the bill through the apps.,5.110.0,2020-08-21T05:32:44Z,1
A Google user,"""We can't find you on the map"" notification.",5.184.0,2022-01-18T08:09:07Z,2
A Google user,"Perfect app for save some a lot of money with tuktuk.. Usually 5 min ride in the capital costs 3-$, with the app it is around 1-1.5$ Recommend!!!!!",,2023-01-28T10:50:14Z,5
A Google user,User friendly,5.64.0,2019-10-03T03:05:58Z,5
A Google user,food quality was very nice and delivery man is a decent and good behavior,5.250.1,2023-04-23T07:15:55Z,5
A Google user,❤,5.252.0,2023-05-10T08:56:01Z,5
A Google user,Super convenient for transportation in Bangkok!,5.71.0,2019-11-26T12:16:01Z,5
A Google user,convenient and easy,5.52.1,2019-07-08T07:10:54Z,5
A Google user,very very good apps,,2023-06-01T13:43:35Z,5
A Google user,bnyk sgt upadate bru smpai susahkn penumpang . kena scan mukalah apalah . penatlh mcmni . kmi nk guna this app sbb nk snanf kja kmi smpai ke destinasi bknnya nk apa ii pon . plus tmbang mkin mahai haih .,5.38.1,2019-03-30T17:51:46Z,1
A Google user,"I don,t car but i booking the grab car",5.119.0,2021-01-02T08:25:57Z,5
A Google user,Easy application nd worth it lets do install guys,5.60.0,2019-09-16T09:17:34Z,5
A Google user,Unfriendly ux,,2021-06-04T12:45:06Z,1
A Google user,worst and overpriced,5.63.0,2019-10-22T01:00:54Z,1
A Google user,Mantap,4.19.1,2017-02-27T02:27:03Z,5
A Google user,Yg Benet Cuk Jancokk,,2018-03-27T08:13:01Z,5
A Google user,driver ramah2 tp promonya sekarang di waktu,5.54.2,2019-07-27T03:07:24Z,4
A Google user,"Very good service, i like grave for any transport",5.63.0,2019-09-22T05:39:27Z,5
A Google user,goblok Tapi boong,5.79.0,2020-05-19T18:49:46Z,4
A Google user,"I have been trying to install grab to my smartphone and couldnt see the view, I believe it was too heavy for my smartphone model. However, I tried again this morning and it suddenly works. Faster than ever, the cleanups u did sure did the work. Good job Grab team. U made my life easier. 5 star for u guys",4.43.1,2018-01-29T02:57:02Z,5
A Google user,The fair is very high!!! Because of high demand kailangan mahal na ang presyo? I used to be riding grab car every time. Bcos it's affordable DATI and easy to book. Ngayn ang hirap na magbook nasisira pa budget ko sa mahal. Grabe. 2x yung price minsan x3 pa. Wth. Super disappointed pls make it right.,4.35.2,2017-09-17T11:13:29Z,2
A Google user,Peta tidak akurat di wilayah saya,4.47.1,2019-04-16T06:18:52Z,5
A Google user,Is easy way to take a grab for urgent or jam. Thanks for the grab...,4.41.0,2017-12-22T15:02:50Z,5
A Google user,Terimakasih..,5.55.1,2019-08-07T02:23:44Z,5
A Google user,helpfully,5.45.1,2019-05-26T02:25:54Z,5
A Google user,Useful application,5.76.0,2019-12-28T03:01:54Z,5
A Google user,"Saya merasa aman dalam perjalanan bersama GRAB. Apalagi saya sering pulang malam... bagi seorang wanita meski sudah ibu-ibu..pulang malam sendirian tentunya harus waspada.. harus mencari transportasi yang aman, yang memberi perlindungan penuh buat penumpangnya dan tentu saja sudah dipercaya oleh banyak pelanggan. Itu menunjukkan dan membuktikan bahwa GRAP bisa dipercaya dan sudah terpercaya. Saya sangat senang dab puas dengan pelayanan GRAB.. Jangan berubah ya.. Semakin baik & TERBAIK.",,2020-01-31T15:39:23Z,5
A Google user,Great app! Makes getting a ride a breeze. Now i don't have to go out to the highway to hail a taxi or wait in line at the taxi lane. The cars are clean and they smell good (you would not believe some taxis with horrible cigarette smells).,4.31.0,2017-07-24T02:41:25Z,5
A Google user,Arrived in Malaysia 1 day ago and on my 3rd grab ride. Great app and great experience.,5.83.0,2020-02-17T08:02:39Z,5
A Google user,"The new version is better, but they should add tip options for grab express services as well. And now they're lack of grabfood promo, very dissapointing.",5.76.0,2019-12-26T23:52:00Z,3
A Google user,""" EASY WITH GRAB """,4.36.2,2017-10-11T08:40:58Z,5
A Google user,Để lại 1☆ cho app ngày càng cải thiện hơn nhé !!!,5.142.0,2021-07-14T02:12:20Z,4
A Google user,mantaaap,5.51.0,2019-07-02T04:29:13Z,5
A Google user,Go Go Grab. Gimme a lot promo code. thx,5.51.0,2019-07-21T11:04:57Z,5
A Google user,ห่วยแตกมากเลย ใช่กับคนละครึ่งไม่ได้ เพราะถูกยกเลิก เวินก็หักไปแล้วไม่คืนเงิน พอแล้วเลิกใช้,5.171.0,2021-11-08T11:38:50Z,1
A Google user,the best...,5.55.1,2019-08-01T05:31:26Z,5
A Google user,For now everything went smooth and easier for me to go anywhere..,,2018-04-26T22:02:31Z,5
A Google user,So many voucher ..i like it,5.59.0,2020-01-10T05:47:21Z,5
A Google user,Why I cannot claim my ePENJANA? I already update but cannot open ePENJANA claim,5.108.1,2020-08-09T16:14:40Z,5
A Google user,Maganda naman. Ok naman. Pero ang tagal bago may mag accept ng booking. Mag aantay kapa. Minsan oras hihintayin mo bago may mag accept!,4.53.1,2018-06-20T08:51:14Z,3
A Google user,No more promos for grab car though its being consistently used.,5.115.0,2020-09-27T05:13:45Z,1
A Google user,Excellent App..,5.53.0,2019-07-19T09:52:41Z,5
A Google user,many promooo,5.40.1,2019-06-25T10:25:54Z,5
A Google user,useful,,2020-09-10T05:38:38Z,5
A Google user,Great app and services.,5.141.0,2021-03-20T10:04:59Z,5
A Google user,If I could get na zh,5.233.2,2022-12-29T08:48:01Z,5
A Google user,Awesome app.so convenient.. anytime when I don't have transport I can just give a call,4.39.1,2017-11-12T10:48:07Z,5
A Google user,very comfortable,5.39.1,2019-04-04T01:14:11Z,5
A Google user,Boleh di katakan bagus,5.190.0,2022-03-06T10:46:34Z,5
A Google user,Grab is a best buddy,5.163.0,2021-08-20T08:56:30Z,5
A Google user,Kebanyakan ngupdate !,5.06.0,2018-11-17T13:12:59Z,5
A Google user,just okay,5.30.1,2019-02-04T12:03:46Z,1
A Google user,Grab helps me a lot especially this season coz I can't go out to do my marketing. One bad experience do not buy from Gulalay all vegies sent were bulok!! Sadya ng store yan.i don't blame Grab. Please check that store in Provident Marikina.,5.147.0,2021-05-05T05:12:47Z,5
A Google user,very easy & good,5.51.0,2019-07-05T22:44:50Z,5
A Google user,Goood,5.79.0,2020-01-30T19:42:35Z,5
A Google user,I always use grab as my transportation. It makes life the easiest. But it pains my wallet. I hope they gave discount to users who always used grab.,5.69.1,2019-11-08T00:31:37Z,5
A Google user,aplikasi tai katanya decacorn tapi driver banyak yang dirugikan!! miris liat ini perusahaan. makin membuncitkan perutnya sendiri. driver makin kurus kering!!!,,2019-03-24T17:02:13Z,1
A Google user,bakit ayaw ma download 16b pa space ko,5.103.0,2020-08-16T09:42:14Z,1
A Google user,"Grab car is not good anymore,during rainy days there is no driver available,and become highfare..",5.176.0,2021-11-24T09:54:13Z,1
A Google user,Not good,4.53.1,2018-09-21T08:44:27Z,1
A Google user,"It WAS working great... Then... Got to ""BOOK"" and the button remains GRAY!! it's IMPOSSIBLE to bok a ride. I tried every recommended ""fix"" and nothing worked... I even deleted and REINSTALLED the App. Incredible! Impossible to get a human being in their so-called customer service!! Using Gojek!!! (works great)",5.150.0,2021-05-29T11:06:06Z,1
***,"Great app.. but should conduct more training for drivers, so that will be wiser to find directions and follow instructions and practice hygiene..",5.95.1,2020-05-07T10:41:48Z,4
A Google user,Good price!,4.24.1,2017-04-06T00:11:29Z,5
A Google user,The fare starts increasing since used the e-hailing.,5.75.0,2019-12-18T13:14:39Z,4
A Google user,Sd card,,2016-08-23T04:25:02Z,2
A Google user,GPS always makes my pick up elsewhere. I can wait up to 30 mins to even get a grab. Really disappointing,5.60.0,2019-09-22T18:59:20Z,1
A Google user,dificull booking car,5.24.1,2018-12-30T05:07:08Z,1
A Google user,In comparison to previous years as tourist waiting a taxi at KL is quite endurance and to recall fare bargain but now problem gone due to preset fare and reasonable and value for money and to hail the comfortable car.,5.68.0,2019-10-29T12:19:25Z,5
A Google user,really great service,5.53.0,2019-08-16T15:26:05Z,5
A Google user,cannot even open the app after updating it...,4.33.2,2017-08-16T08:22:47Z,1
A Google user,good driver,5.30.1,2019-02-06T01:55:38Z,5
A Google user,Thankyou,,2018-01-16T10:18:25Z,5
A Google user,Plss let me use this account...,,2021-07-25T09:12:34Z,5
A Google user,"i cannot download the app, help",,2023-04-18T01:36:16Z,1
A Google user,Tại sao một cái app đang ổn định lại đi liên kết với cái thằng moca làm cái gì cho noa thành dở thế này.,5.15.1,2018-10-23T01:15:49Z,1
A Google user,grabfood banyak diskon terbaik,5.154.0,2021-07-17T12:18:15Z,5
A Google user,"Excellent driver. very polite, cooperative and patient. It was a wonderful experience travelling with him",5.174.0,2021-11-14T03:24:56Z,5
A Google user,"Great app for travelling in VN, no more haggling with random drivers or being tricked by dodgy taxi drivers. Pricing is quite reasonable also",5.53.0,2019-07-16T05:00:02Z,5
A Google user,Debest,5.126.0,2021-03-02T13:04:24Z,5
A Google user,The system should not allow driver to take on new orders while still having existing passenger in the car. This is absolutely time wasting!.,4.37.0,2017-11-04T01:37:27Z,1
A Google user,Grab icon did not show in home page after up dated.,,2018-03-07T18:39:05Z,2
A Google user,如果可以给更多优惠就100分了。,5.57.0,2019-08-21T10:15:42Z,4
A Google user,Good services and driver very friendly.,,2021-05-01T06:52:06Z,5
A Google user,"Very convenient app and easy to navigate. Love the point reward system too. But ever since Malaysia started the new e hailing regulation, grabcar has been harder to get and prices aren't as competitive anymore.",5.80.0,2020-02-10T12:15:48Z,4
A Google user,so nice of service,5.237.0,2023-01-25T03:20:57Z,4
A Google user,so far so good. banyak promo menarik,5.52.1,2019-07-13T12:01:58Z,5
A Google user,nice application,5.48.1,2019-06-14T09:42:09Z,5
A Google user,Babi aku nak balik cepat drivernya mana x jumpa dari tadi sial,5.144.0,2021-05-05T13:06:51Z,1
A Google user,Make more benifit,5.66.1,2019-10-17T02:39:10Z,5
